company_name,isin,nse_symbol,nse_company_name,series,sector,industry,macro,basic_industry
Tembo Global Industries Limited,INE869Y01010,TEMBO,Tembo Global Industries Limited,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Tenneco Clean Air India Limited,INE19RI01016,TENNIND,Tenneco Clean Air India Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Tera Software Limited,INE482B01010,TERASOFT,Tera Software Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
Texmaco Infrastructure & Holdings Limited,INE435C01024,TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
Texmo Pipes and Products Limited,INE141K01013,TEXMOPIPES,Texmo Pipes and Products Limited,EQ,Capital Goods,Industrial Products,Industrials,Plastic Products - Industrial
Texmaco Rail & Engineering Limited,INE621L01012,TEXRAIL,Texmaco Rail & Engineering Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Tourism Finance Corporation of India Limited,INE305A01023,TFCILTD,Tourism Finance Corporation of India Limited,EQ,Financial Services,Finance,Financial Services,Financial Institution
Transwarranty Finance Limited,INE804H01012,TFL,Transwarranty Finance Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
TGB Banquets And Hotels Limited,INE797H01018,TGBHOTELS,TGB Banquets And Hotels Limited,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Hotels & Resorts
Thangamayil Jewellery Limited,INE085J01014,THANGAMAYL,Thangamayil Jewellery Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches
The Investment Trust Of India Limited,INE924D01017,THEINVEST,The Investment Trust Of India Limited,EQ,Financial Services,Finance,Financial Services,Other Financial Services
Thejo Engineering Limited,INE121N01019,THEJO,Thejo Engineering Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Hotels & Resorts
Themis Medicare Limited,INE083B01024,THEMISMED,Themis Medicare Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Thermax Limited,INE152A01029,THERMAX,Thermax Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Heavy Electrical Equipment
Thomas Cook  (India)  Limited,INE332A01027,THOMASCOOK,Thomas Cook  (India)  Limited,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Tour Travel Related Services
Thomas Scott (India) Limited,INE480M01011,THOMASCOTT,Thomas Scott (India) Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Garments & Apparels
Thyrocare Technologies Limited,INE594H01019,THYROCARE,Thyrocare Technologies Limited,EQ,Healthcare,Healthcare Services,Healthcare,Healthcare Service Provider
Tilaknagar Industries Limited,INE133E01013,TI,Tilaknagar Industries Limited,EQ,Fast Moving Consumer Goods,Beverages,Fast Moving Consumer Goods,Breweries & Distilleries
Twamev Construction and Infrastructure Limited,INE388G01026,TICL,Twamev Construction and Infrastructure Limited,EQ,Construction,Construction,Industrials,Civil Construction
Tiger Logistics (India) Limited,INE906O01029,TIGERLOGS,Tiger Logistics (India) Limited,EQ,Services,Transport Services,Services,Logistics Solution Provider
Technocraft Industries (India) Limited,INE545H01011,TIIL,Technocraft Industries (India) Limited,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Tube Investments of India Limited,INE974X01010,TIINDIA,Tube Investments of India Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Tijaria Polypipes Limited,INE440L01017,TIJARIA,Tijaria Polypipes Limited,BE,Capital Goods,Industrial Products,Industrials,Plastic Products - Industrial
TIL Limited,INE806C01018,TIL,TIL Limited,EQ,Capital Goods,Agricultural Commercial & Construction Vehicles,Industrials,Construction Vehicles
Time Technoplast Limited,INE508G01029,TIMETECHNO,Time Technoplast Limited,EQ,Capital Goods,Industrial Products,Industrials,Plastic Products - Industrial
Timken India Limited,INE325A01013,TIMKEN,Timken India Limited,EQ,Capital Goods,Industrial Products,Industrials,Abrasives & Bearings
Tinna Rubber and Infrastructure Limited,INE015C01016,TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,Capital Goods,Industrial Products,Industrials,Rubber
Tips Films Limited,INE0LQS01015,TIPSFILMS,Tips Films Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Film Production Distribution & Exhibition
Tips Music Limited,INE716B01029,TIPSMUSIC,Tips Music Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Media & Entertainment
Thirumalai Chemicals Limited,INE338A01024,TIRUMALCHM,Thirumalai Chemicals Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Commodity Chemicals
Tirupati Forge Limited,INE319Y01024,TIRUPATIFL,Tirupati Forge Limited,EQ,Capital Goods,Industrial Products,Industrials,Castings & Forgings
TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,Capital Goods,Industrial Manufacturing,Industrials,Railway Wagons
Titan Company Limited,INE280A01028,TITAN,Titan Company Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches
Tamilnad Mercantile Bank Limited,INE668A01016,TMB,Tamilnad Mercantile Bank Limited,EQ,Financial Services,Banks,Financial Services,Private Sector Bank
Tata Motors Limited,INE1TAE01010,TMCV,Tata Motors Limited,EQ,Capital Goods,Agricultural Commercial & Construction Vehicles,Industrials,Commercial Vehicles
Tata Motors Passenger Vehicles Limited,INE155A01022,TMPV,Tata Motors Passenger Vehicles Limited,EQ,Automobile and Auto Components,Automobiles,Consumer Discretionary,Passenger Cars & Utility Vehicles
Tamilnadu PetroProducts Limited,INE148A01019,TNPETRO,Tamilnadu PetroProducts Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Petrochemicals
Tamil Nadu Newsprint & Papers Limited,INE107A01015,TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,Forest Materials,Paper Forest & Jute Products,Commodities,Paper & Paper Products
Tamilnadu Telecommunication Limited,INE141D01018,TNTELE,Tamilnadu Telecommunication Limited,EQ,Telecommunication,Telecom - Equipment & Accessories,Telecommunication,Telecom - Equipment & Accessories
Tokyo Plast International Limited,INE932C01012,TOKYOPLAST,Tokyo Plast International Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Plastic Products - Consumer
Tolins Tyres Limited,INE0RWQ01014,TOLINS,Tolins Tyres Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Tyres & Rubber Products
Torrent Pharmaceuticals Limited,INE685A01028,TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Torrent Power Limited,INE813H01021,TORNTPOWER,Torrent Power Limited,EQ,Power,Power,Utilities,Integrated Power Utilities
Total Transport Systems Limited,INE336X01012,TOTAL,Total Transport Systems Limited,EQ,Services,Transport Services,Services,Logistics Solution Provider
Touchwood Entertainment Limited,INE486Y01013,TOUCHWOOD,Touchwood Entertainment Limited,EQ,Consumer Services,Other Consumer Services,Consumer Discretionary,Other Consumer Services
Teamo Productions HQ Limited,INE065J01024,TPHQ,Teamo Productions HQ Limited,EQ,Construction,Construction,Industrials,Civil Construction
TPL Plastech Limited,INE413G01022,TPLPLASTEH,TPL Plastech Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
Tracxn Technologies Limited,INE0HMF01019,TRACXN,Tracxn Technologies Limited,EQ,Services,Commercial Services & Supplies,Services,Data Processing Services
Transrail Lighting Limited,INE454P01035,TRANSRAILL,Transrail Lighting Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Heavy Electrical Equipment
TRANSWORLD SHIPPING LINES LIMITED,INE757B01015,TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,EQ,Services,Transport Services,Services,Shipping
Travel Food Services Limited,INE103V01028,TRAVELFOOD,Travel Food Services Limited,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Restaurants
Tree House Education & Accessories Limited,INE040M01013,TREEHOUSE,Tree House Education & Accessories Limited,BE,Consumer Services,Other Consumer Services,Consumer Discretionary,Education
TREJHARA SOLUTIONS LIMITED,INE00CA01015,TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,Information Technology,IT - Software,Information Technology,Computers - Software & Consulting
Transindia Real Estate Limited,INE0O3901029,TREL,Transindia Real Estate Limited,EQ,Services,Transport Services,Services,Logistics Solution Provider
Trent Limited,INE849A01020,TRENT,Trent Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,Speciality Retail
TRF Limited,INE391D01019,TRF,TRF Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Trident Limited,INE064C01022,TRIDENT,Trident Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Trigyn Technologies Limited,INE948A01012,TRIGYN,Trigyn Technologies Limited,EQ,Information Technology,IT - Software,Information Technology,Computers - Software & Consulting
Triveni Turbine Limited,INE152M01016,TRITURBINE,Triveni Turbine Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Heavy Electrical Equipment
Triveni Engineering & Industries Limited,INE256C01024,TRIVENI,Triveni Engineering & Industries Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Sugar
TruCap Finance Limited,INE615R01029,TRU,TruCap Finance Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
TruAlt Bioenergy Limited,INE0MWH01014,TRUALT,TruAlt Bioenergy Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Other Agricultural Products
TSF INVESTMENTS LIMITED,INE202Z01029,TSFINV,TSF INVESTMENTS LIMITED,EQ,Financial Services,Finance,Financial Services,Investment Company
TTK Healthcare Limited,INE910C01018,TTKHLTCARE,TTK Healthcare Limited,EQ,Diversified,Diversified,Diversified,Diversified
TTK Prestige Limited,INE690A01028,TTKPRESTIG,TTK Prestige Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Household Appliances
T T Limited,INE592B01024,TTL,T T Limited,BE,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Tata Teleservices (Maharashtra) Limited,INE517B01013,TTML,Tata Teleservices (Maharashtra) Limited,EQ,Telecommunication,Telecom - Services,Telecommunication,Telecom - Cellular & Fixed line services
TVS Electronics Limited,INE236G01019,TVSELECT,TVS Electronics Limited,EQ,Information Technology,IT - Hardware,Information Technology,Computers Hardware & Equipments
TVS Holdings Limited,INE105A01035,TVSHLTD,TVS Holdings Limited,EQ,Financial Services,Finance,Financial Services,Investment Company
TVS Motor Company Limited,INE494B01023,TVSMOTOR,TVS Motor Company Limited,EQ,Automobile and Auto Components,Automobiles,Consumer Discretionary,2/3 Wheelers
TVS Supply Chain Solutions Limited,INE395N01027,TVSSCS,TVS Supply Chain Solutions Limited,BE,Services,Transport Services,Services,Logistics Solution Provider
TVS Srichakra Limited,INE421C01016,TVSSRICHAK,TVS Srichakra Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Tyres & Rubber Products
TV Today Network Limited,INE038F01029,TVTODAY,TV Today Network Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,TV Broadcasting & Software Production
TV Vision Limited,INE871L01013,TVVISION,TV Vision Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,TV Broadcasting & Software Production
United Breweries Limited,INE686F01025,UBL,United Breweries Limited,EQ,Fast Moving Consumer Goods,Beverages,Fast Moving Consumer Goods,Breweries & Distilleries
UCAL LIMITED,INE139B01016,UCAL,UCAL LIMITED,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
UCO Bank,INE691A01018,UCOBANK,UCO Bank,EQ,Financial Services,Banks,Financial Services,Public Sector Bank
Updater Services Limited,INE851I01011,UDS,Updater Services Limited,EQ,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
Ujaas Energy Limited,INE899L01030,UEL,Ujaas Energy Limited,EQ,Power,Power,Utilities,Power Generation
United Foodbrands Limited,INE382M01027,UFBL,United Foodbrands Limited,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Restaurants
UFLEX Limited,INE516A01017,UFLEX,UFLEX Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
UFO Moviez India Limited,INE527H01019,UFO,UFO Moviez India Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Film Production Distribution & Exhibition
The Ugar Sugar Works Limited,INE071E01023,UGARSUGAR,The Ugar Sugar Works Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Sugar
Ugro Capital Limited,INE583D01011,UGROCAP,Ugro Capital Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
Ujjivan Small Finance Bank Limited,INE551W01018,UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,Financial Services,Banks,Financial Services,Other Bank
UltraTech Cement Limited,INE481G01011,ULTRACEMCO,UltraTech Cement Limited,EQ,Construction Materials,Cement & Cement Products,Commodities,Cement & Cement Products
Uma Exports Limited,INE0GIU01018,UMAEXPORTS,Uma Exports Limited,EQ,Services,Commercial Services & Supplies,Services,Trading & Distributors
Usha Martin Education & Solutions Limited,INE240C01028,UMESLTD,Usha Martin Education & Solutions Limited,BE,Consumer Services,Other Consumer Services,Consumer Discretionary,E-Learning
UMIYA BUILDCON LIMITED,INE398B01018,UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,Telecommunication,Telecom - Equipment & Accessories,Telecommunication,Telecom - Equipment & Accessories
Unichem Laboratories Limited,INE351A01035,UNICHEMLAB,Unichem Laboratories Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
United Drilling Tools Limited,INE961D01019,UNIDT,United Drilling Tools Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Unicommerce Esolutions Limited,INE00U401027,UNIECOM,Unicommerce Esolutions Limited,EQ,Information Technology,IT - Software,Information Technology,Software Products
Uniphos Enterprises Limited,INE037A01022,UNIENTER,Uniphos Enterprises Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Trading - Chemicals
Uniinfo Telecom Services Limited,INE481Z01011,UNIINFO,Uniinfo Telecom Services Limited,EQ,Telecommunication,Telecom - Services,Telecommunication,Other Telecom Services
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense
Union Bank of India,INE692A01016,UNIONBANK,Union Bank of India,EQ,Financial Services,Banks,Financial Services,Public Sector Bank
Uniparts India Limited,INE244O01017,UNIPARTS,Uniparts India Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
United Spirits Limited,INE854D01024,UNITDSPR,United Spirits Limited,EQ,Fast Moving Consumer Goods,Beverages,Fast Moving Consumer Goods,Breweries & Distilleries
Unitech Limited,INE694A01020,UNITECH,Unitech Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
United Polyfab Gujarat Limited,INE368U01029,UNITEDPOLY,United Polyfab Gujarat Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
The United Nilgiri Tea Estates Company Limited,INE458F01011,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Tea & Coffee
Univastu India Limited,INE562X01013,UNIVASTU,Univastu India Limited,EQ,Construction,Construction,Industrials,Civil Construction
Universal Cables Limited,INE279A01012,UNIVCABLES,Universal Cables Limited,EQ,Capital Goods,Industrial Products,Industrials,Cables - Electricals
Universus Photo Imagings Limited,INE03V001013,UNIVPHOTO,Universus Photo Imagings Limited,BE,Consumer Durables,Consumer Durables,Consumer Discretionary,Consumer Electronics
UNO Minda Limited,INE405E01023,UNOMINDA,UNO Minda Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
UPL Limited,INE628A01036,UPL,UPL Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Pesticides & Agrochemicals
Uravi Defence and Technology Limited,INE568Z01015,URAVIDEF,Uravi Defence and Technology Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Urban Company Limited,INE0CAZ01013,URBANCO,Urban Company Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,E-Retail/ E-Commerce
Urja Global Limited,INE550C01020,URJA,Urja Global Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Other Electrical Equipment
Usha Martin Limited,INE228A01035,USHAMART,Usha Martin Limited,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Udayshivakumar Infra Limited,INE0N0Y01013,USK,Udayshivakumar Infra Limited,BE,Construction,Construction,Industrials,Civil Construction
UTI Asset Management Company Limited,INE094J01016,UTIAMC,UTI Asset Management Company Limited,EQ,Financial Services,Capital Markets,Financial Services,Asset Management Company
Utkarsh Small Finance Bank Limited,INE735W01017,UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,Financial Services,Banks,Financial Services,Other Bank
Fujiyama Power Systems Limited,INE12UR01024,UTLSOLAR,Fujiyama Power Systems Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Other Electrical Equipment
Uttam Sugar Mills Limited,INE786F01031,UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Sugar
U. Y. Fincorp Limited,INE152C01025,UYFINCORP,U. Y. Fincorp Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
V2 Retail Limited,INE945H01013,V2RETAIL,V2 Retail Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,Speciality Retail
